## header:
##   title: Th232(n,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2025-12-18
##   format: YANDF-0.4
## target:
##   Z: 90
##   A: 232
##   nuclide: Th232 
## residual:
##   Z: 90
##   A: 233
##   nuclide: Th233 
## parameters: 
##   level density
a                90 233  16.70415
aadjust          90 233   1.00000
gammald          90 233   0.07697
pair             90 233   0.78615
bdamp            90 228   0.01000  3
bdampadjust      90 228   1.00000  3
Rtransmom        90 228   1.00000  3
Rclass2mom       90 228   1.00000  3
## residual:
##   Z: 89
##   A: 226
##   nuclide: Ac226 
## parameters: 
##   level density
a                89 226  15.74521
aadjust          89 226   1.00000
gammald          89 226   0.07776
pair             89 226   0.00000
Pshift           89 226   0.00000   0
Pshiftadjust     89 226   0.00000   0
deltaW           89 226   3.03449   0
Ntop             89 226  30   0
Nlow             89 226   2   0
s2adjust         89 226   1.00000   0
ctable           89 226   0.00000   0
ptable           89 226   0.00000   0
ctableadjust     89 226   0.00000   0
ptableadjust     89 226   0.00000   0
Ufermi           89 226  30.00000   0
cfermi           89 226   5.00000   0
Krotconstant     89 226   1.00000   0
Pshift           89 226   0.00000   1
Pshiftadjust     89 226   0.00000   1
deltaW           89 226   2.50000   1
Ntop             89 226   1   1
Nlow             89 226   0   1
s2adjust         89 226   1.00000   1
ctable           89 226   0.00000   1
ptable           89 226   0.00000   1
ctableadjust     89 226   0.00000   1
ptableadjust     89 226   0.00000   1
Ufermi           89 226  45.00000   1
cfermi           89 226   5.00000   1
Krotconstant     89 226   1.00000   1
g                89 226  15.06667
gp               89 226   5.93333
gn               89 226   9.13333
gnadjust         89 226   1.00000
gpadjust         89 226   1.00000
gadjust          89 226   1.00000
Risomer          89 226   1.00000
## parameters: 
##   photon strength function
gamgam           89 226   0.00000
gamgamadjust     89 226   1.00000
etable           89 226   0.00000 E1
ftable           89 226   1.00000 E1
wtable           89 226   1.02100 E1
etableadjust     89 226   0.00000 E1
ftableadjust     89 226   1.00000 E1
wtableadjust     89 226   1.00000 E1
upbendc          89 226 3.50000E-08 M1
upbende          89 226 8.00000E-01 M1
upbendf          89 226 6.00000E+00 M1
upbendcadjust    89 226 1.00000E+00 M1
upbendeadjust    89 226 1.00000E+00 M1
upbendfadjust    89 226 1.00000E+00 M1
sgr              89 226   2.747 M1
egr              89 226   7.293 M1
ggr              89 226   4.000 M1
sgradjust        89 226   1.000 M1
egradjust        89 226   1.000 M1
ggradjust        89 226   1.000 M1
etable           89 226   0.00000 E2
ftable           89 226   1.00000 E2
wtable           89 226   1.00000 E2
etableadjust     89 226   0.00000 E2
ftableadjust     89 226   1.00000 E2
wtableadjust     89 226   1.00000 E2
upbendc          89 226 0.00000E+00 M2
upbende          89 226 0.00000E+00 M2
upbendf          89 226 0.00000E+00 M2
upbendcadjust    89 226 1.00000E+00 M2
upbendeadjust    89 226 1.00000E+00 M2
upbendfadjust    89 226 1.00000E+00 M2
sgr              89 226   0.002 M2
egr              89 226   7.293 M2
ggr              89 226   4.000 M2
sgradjust        89 226   1.000 M2
egradjust        89 226   1.000 M2
ggradjust        89 226   1.000 M2
##
## parameters: 
##   fission
##
fisbar           89 226   9.31512  1
fishw            89 226   0.24000  1
fisbaradjust     89 226   1.00000  1
fishwadjust      89 226   1.00000  1
Rtransmom        89 226   0.60000  1
Rclass2mom       89 226   1.00000  1
## residual:
##   Z: 88
##   A: 225
##   nuclide: Ra225 
## parameters: 
##   level density
a                88 225  15.90276
aadjust          88 225   1.00000
gammald          88 225   0.07787
pair             88 225   0.80000
Pshift           88 225   0.00000   0
Pshiftadjust     88 225   0.00000   0
deltaW           88 225   3.13284   0
Ntop             88 225  22   0
Nlow             88 225   6   0
s2adjust         88 225   1.00000   0
ctable           88 225  -0.09879   0
ptable           88 225  -0.13923   0
ctableadjust     88 225   0.00000   0
ptableadjust     88 225   0.00000   0
Ufermi           88 225  30.00000   0
cfermi           88 225   5.00000   0
Krotconstant     88 225   1.00000   0
Pshift           88 225   0.00000   1
Pshiftadjust     88 225   0.00000   1
deltaW           88 225   2.50000   1
Ntop             88 225   1   1
Nlow             88 225   0   1
s2adjust         88 225   1.00000   1
ctable           88 225   0.00000   1
ptable           88 225   0.00000   1
ctableadjust     88 225   0.00000   1
ptableadjust     88 225   0.00000   1
Ufermi           88 225  45.00000   1
cfermi           88 225   5.00000   1
Krotconstant     88 225   1.00000   1
g                88 225  15.00000
gp               88 225   5.86667
gn               88 225   9.13333
gnadjust         88 225   1.00000
gpadjust         88 225   1.00000
gadjust          88 225   1.00000
Risomer          88 225   1.00000
## parameters: 
##   photon strength function
gamgam           88 225   0.00000
gamgamadjust     88 225   1.00000
etable           88 225   0.00000 E1
ftable           88 225   1.00000 E1
wtable           88 225   1.02100 E1
etableadjust     88 225   0.00000 E1
ftableadjust     88 225   1.00000 E1
wtableadjust     88 225   1.00000 E1
upbendc          88 225 3.50000E-08 M1
upbende          88 225 8.00000E-01 M1
upbendf          88 225 6.00000E+00 M1
upbendcadjust    88 225 1.00000E+00 M1
upbendeadjust    88 225 1.00000E+00 M1
upbendfadjust    88 225 1.00000E+00 M1
sgr              88 225   2.737 M1
egr              88 225   7.299 M1
ggr              88 225   4.000 M1
sgradjust        88 225   1.000 M1
egradjust        88 225   1.000 M1
ggradjust        88 225   1.000 M1
etable           88 225   0.00000 E2
ftable           88 225   1.00000 E2
wtable           88 225   1.00000 E2
etableadjust     88 225   0.00000 E2
ftableadjust     88 225   1.00000 E2
wtableadjust     88 225   1.00000 E2
upbendc          88 225 0.00000E+00 M2
upbende          88 225 0.00000E+00 M2
upbendf          88 225 0.00000E+00 M2
upbendcadjust    88 225 1.00000E+00 M2
upbendeadjust    88 225 1.00000E+00 M2
upbendfadjust    88 225 1.00000E+00 M2
sgr              88 225   0.002 M2
egr              88 225   7.299 M2
ggr              88 225   4.000 M2
sgradjust        88 225   1.000 M2
egradjust        88 225   1.000 M2
ggradjust        88 225   1.000 M2
##
## parameters: 
##   fission
##
fisbar           88 225  10.22660  1
fishw            88 225   0.24000  1
fisbaradjust     88 225   1.00000  1
fishwadjust      88 225   1.00000  1
Rtransmom        88 225   0.60000  1
Rclass2mom       88 225   1.00000  1
## residual:
##   Z: 87
##   A: 224
##   nuclide: Fr224 
## parameters: 
##   level density
a                87 224  15.99407
aadjust          87 224   1.00000
gammald          87 224   0.07799
pair             87 224   0.00000
Pshift           87 224   0.00000   0
Pshiftadjust     87 224   0.00000   0
deltaW           87 224   3.37034   0
Ntop             87 224  30   0
Nlow             87 224   2   0
s2adjust         87 224   1.00000   0
ctable           87 224   0.00000   0
ptable           87 224   0.00000   0
ctableadjust     87 224   0.00000   0
ptableadjust     87 224   0.00000   0
Ufermi           87 224  30.00000   0
cfermi           87 224   5.00000   0
Krotconstant     87 224   1.00000   0
Pshift           87 224   0.00000   1
Pshiftadjust     87 224   0.00000   1
deltaW           87 224   2.50000   1
Ntop             87 224   1   1
Nlow             87 224   0   1
s2adjust         87 224   1.00000   1
ctable           87 224   0.00000   1
ptable           87 224   0.00000   1
ctableadjust     87 224   0.00000   1
ptableadjust     87 224   0.00000   1
Ufermi           87 224  45.00000   1
cfermi           87 224   5.00000   1
Krotconstant     87 224   1.00000   1
g                87 224  14.93333
gp               87 224   5.80000
gn               87 224   9.13333
gnadjust         87 224   1.00000
gpadjust         87 224   1.00000
gadjust          87 224   1.00000
Risomer          87 224   1.00000
## parameters: 
##   photon strength function
gamgam           87 224   0.00000
gamgamadjust     87 224   1.00000
etable           87 224   0.00000 E1
ftable           87 224   1.00000 E1
wtable           87 224   1.02100 E1
etableadjust     87 224   0.00000 E1
ftableadjust     87 224   1.00000 E1
wtableadjust     87 224   1.00000 E1
upbendc          87 224 3.50000E-08 M1
upbende          87 224 8.00000E-01 M1
upbendf          87 224 6.00000E+00 M1
upbendcadjust    87 224 1.00000E+00 M1
upbendeadjust    87 224 1.00000E+00 M1
upbendfadjust    87 224 1.00000E+00 M1
sgr              87 224   2.727 M1
egr              87 224   7.304 M1
ggr              87 224   4.000 M1
sgradjust        87 224   1.000 M1
egradjust        87 224   1.000 M1
ggradjust        87 224   1.000 M1
etable           87 224   0.00000 E2
ftable           87 224   1.00000 E2
wtable           87 224   1.00000 E2
etableadjust     87 224   0.00000 E2
ftableadjust     87 224   1.00000 E2
wtableadjust     87 224   1.00000 E2
upbendc          87 224 0.00000E+00 M2
upbende          87 224 0.00000E+00 M2
upbendf          87 224 0.00000E+00 M2
upbendcadjust    87 224 1.00000E+00 M2
upbendeadjust    87 224 1.00000E+00 M2
upbendfadjust    87 224 1.00000E+00 M2
sgr              87 224   0.002 M2
egr              87 224   7.304 M2
ggr              87 224   4.000 M2
sgradjust        87 224   1.000 M2
egradjust        87 224   1.000 M2
ggradjust        87 224   1.000 M2
##
## parameters: 
##   fission
##
fisbar           87 224  11.53543  1
fishw            87 224   0.24000  1
fisbaradjust     87 224   1.00000  1
fishwadjust      87 224   1.00000  1
Rtransmom        87 224   0.60000  1
Rclass2mom       87 224   1.00000  1
## residual:
##   Z: 86
##   A: 223
##   nuclide: Rn223 
## parameters: 
##   level density
a                86 223  16.21294
aadjust          86 223   1.00000
gammald          86 223   0.07810
pair             86 223   0.80358
Pshift           86 223   0.00000   0
Pshiftadjust     86 223   0.00000   0
deltaW           86 223   3.49468   0
Ntop             86 223  30   0
Nlow             86 223   2   0
s2adjust         86 223   1.00000   0
ctable           86 223   0.00000   0
ptable           86 223   0.00000   0
ctableadjust     86 223   0.00000   0
ptableadjust     86 223   0.00000   0
Ufermi           86 223  30.00000   0
cfermi           86 223   5.00000   0
Krotconstant     86 223   1.00000   0
Pshift           86 223   0.00000   1
Pshiftadjust     86 223   0.00000   1
deltaW           86 223   2.50000   1
Ntop             86 223   1   1
Nlow             86 223   0   1
s2adjust         86 223   1.00000   1
ctable           86 223   0.00000   1
ptable           86 223   0.00000   1
ctableadjust     86 223   0.00000   1
ptableadjust     86 223   0.00000   1
Ufermi           86 223  45.00000   1
cfermi           86 223   5.00000   1
Krotconstant     86 223   1.00000   1
g                86 223  14.86667
gp               86 223   5.73333
gn               86 223   9.13333
gnadjust         86 223   1.00000
gpadjust         86 223   1.00000
gadjust          86 223   1.00000
Risomer          86 223   1.00000
## parameters: 
##   photon strength function
gamgam           86 223   0.00000
gamgamadjust     86 223   1.00000
etable           86 223   0.00000 E1
ftable           86 223   1.00000 E1
wtable           86 223   1.02100 E1
etableadjust     86 223   0.00000 E1
ftableadjust     86 223   1.00000 E1
wtableadjust     86 223   1.00000 E1
upbendc          86 223 3.50000E-08 M1
upbende          86 223 8.00000E-01 M1
upbendf          86 223 6.00000E+00 M1
upbendcadjust    86 223 1.00000E+00 M1
upbendeadjust    86 223 1.00000E+00 M1
upbendfadjust    86 223 1.00000E+00 M1
sgr              86 223   2.717 M1
egr              86 223   7.310 M1
ggr              86 223   4.000 M1
sgradjust        86 223   1.000 M1
egradjust        86 223   1.000 M1
ggradjust        86 223   1.000 M1
etable           86 223   0.00000 E2
ftable           86 223   1.00000 E2
wtable           86 223   1.00000 E2
etableadjust     86 223   0.00000 E2
ftableadjust     86 223   1.00000 E2
wtableadjust     86 223   1.00000 E2
upbendc          86 223 0.00000E+00 M2
upbende          86 223 0.00000E+00 M2
upbendf          86 223 0.00000E+00 M2
upbendcadjust    86 223 1.00000E+00 M2
upbendeadjust    86 223 1.00000E+00 M2
upbendfadjust    86 223 1.00000E+00 M2
sgr              86 223   0.002 M2
egr              86 223   7.310 M2
ggr              86 223   4.000 M2
sgradjust        86 223   1.000 M2
egradjust        86 223   1.000 M2
ggradjust        86 223   1.000 M2
##
## parameters: 
##   fission
##
fisbar           86 223  12.89769  1
fishw            86 223   0.24000  1
fisbaradjust     86 223   1.00000  1
fishwadjust      86 223   1.00000  1
Rtransmom        86 223   0.60000  1
Rclass2mom       86 223   1.00000  1
## General parameters:
##   level density
ldmodel        5
colenhance     y
Rspincutff        4.00000
cglobal         1.00000E-20
pglobal         1.00000E-20
Kph              15.00000
## General parameters:
##   photon strength function
strength        9
strengthM1      3
xscaptherm      7.34100E+03
levinger        6.50000E+00
## General parameters:
##   pre-equilibrium
M2constant        1.00000
M2limit           1.00000
M2shift           1.00000
Rpipi             1.00000
Rnunu             1.50000
Rpinu             1.00000
Rnupi             1.00000
Rgamma            2.00000
Rspincutpreeq     1.00000
Esurf            13.55631
Cstrip        n   1.00000
Cknock        n   1.00000
Cbreak        n   1.00000
Cstrip        p   1.00000
Cknock        p   1.00000
Cbreak        p   1.00000
Cstrip        d   1.00000
Cknock        d   1.00000
Cbreak        d   1.00000
Cstrip        t   1.00000
Cknock        t   1.00000
Cbreak        t   1.00000
Cstrip        h   1.00000
Cknock        h   1.00000
Cbreak        h   1.00000
Cstrip        a   1.00000
Cknock        a   1.00000
Cbreak        a   1.00000
GMRadjustE        1.00000
GMRadjustG        1.00000
GMRadjustD        1.00000
GQRadjustE        1.00000
GQRadjustG        1.00000
GQRadjustD        1.00000
LEORadjustE       1.00000
LEORadjustG       1.00000
LEORadjustD       1.00000
HEORadjustE       1.00000
HEORadjustG       1.00000
HEORadjustD       1.00000
## General parameters:
##   fission
fismodel       5
Cnubar1           1.00000
Cnubar2           1.00000
Tmadjust          1.00000
Fsadjust          1.00000
Cbarrier          1.35000
## General parameters:
##   optical model
deuteronomp    4
alphaomp       6
v1adjust      n   1.00000
v2adjust      n   1.00000
v3adjust      n   1.00000
v4adjust      n   1.00000
rvadjust      n   1.00000
avadjust      n   1.00000
w1adjust      n   1.00000
w2adjust      n   1.00000
w3adjust      n   1.00000
w4adjust      n   1.00000
rwadjust      n   1.00000
awadjust      n   1.00000
rvdadjust     n   1.00000
avdadjust     n   1.00000
d1adjust      n   1.00000
d2adjust      n   1.00000
d3adjust      n   1.00000
rwdadjust     n   1.00000
awdadjust     n   1.00000
rvsoadjust    n   1.00000
avsoadjust    n   1.00000
vso1adjust    n   1.00000
vso2adjust    n   1.00000
rwsoadjust    n   1.00000
awsoadjust    n   1.00000
wso1adjust    n   1.00000
wso2adjust    n   1.00000
rcadjust      n   1.00000
v1adjust      p   1.00000
v2adjust      p   1.00000
v3adjust      p   1.00000
v4adjust      p   1.00000
rvadjust      p   1.00000
avadjust      p   1.00000
w1adjust      p   1.00000
w2adjust      p   1.00000
w3adjust      p   1.00000
w4adjust      p   1.00000
rwadjust      p   1.00000
awadjust      p   1.00000
rvdadjust     p   1.00000
avdadjust     p   1.00000
d1adjust      p   1.00000
d2adjust      p   1.00000
d3adjust      p   1.00000
rwdadjust     p   1.00000
awdadjust     p   1.00000
rvsoadjust    p   1.00000
avsoadjust    p   1.00000
vso1adjust    p   1.00000
vso2adjust    p   1.00000
rwsoadjust    p   1.00000
awsoadjust    p   1.00000
wso1adjust    p   1.00000
wso2adjust    p   1.00000
rcadjust      p   1.00000
v1adjust      d   1.00000
v2adjust      d   1.00000
v3adjust      d   1.00000
v4adjust      d   1.00000
rvadjust      d   1.00000
avadjust      d   1.00000
w1adjust      d   1.00000
w2adjust      d   1.00000
w3adjust      d   1.00000
w4adjust      d   1.00000
rwadjust      d   1.00000
awadjust      d   1.00000
rvdadjust     d   1.00000
avdadjust     d   1.00000
d1adjust      d   1.00000
d2adjust      d   1.00000
d3adjust      d   1.00000
rwdadjust     d   1.00000
awdadjust     d   1.00000
rvsoadjust    d   1.00000
avsoadjust    d   1.00000
vso1adjust    d   1.00000
vso2adjust    d   1.00000
rwsoadjust    d   1.00000
awsoadjust    d   1.00000
wso1adjust    d   1.00000
wso2adjust    d   1.00000
rcadjust      d   1.00000
v1adjust      t   1.00000
v2adjust      t   1.00000
v3adjust      t   1.00000
v4adjust      t   1.00000
rvadjust      t   1.00000
avadjust      t   1.00000
w1adjust      t   1.00000
w2adjust      t   1.00000
w3adjust      t   1.00000
w4adjust      t   1.00000
rwadjust      t   1.00000
awadjust      t   1.00000
rvdadjust     t   1.00000
avdadjust     t   1.00000
d1adjust      t   1.00000
d2adjust      t   1.00000
d3adjust      t   1.00000
rwdadjust     t   1.00000
awdadjust     t   1.00000
rvsoadjust    t   1.00000
avsoadjust    t   1.00000
vso1adjust    t   1.00000
vso2adjust    t   1.00000
rwsoadjust    t   1.00000
awsoadjust    t   1.00000
wso1adjust    t   1.00000
wso2adjust    t   1.00000
rcadjust      t   1.00000
v1adjust      h   1.00000
v2adjust      h   1.00000
v3adjust      h   1.00000
v4adjust      h   1.00000
rvadjust      h   1.00000
avadjust      h   1.00000
w1adjust      h   1.00000
w2adjust      h   1.00000
w3adjust      h   1.00000
w4adjust      h   1.00000
rwadjust      h   1.00000
awadjust      h   1.00000
rvdadjust     h   1.00000
avdadjust     h   1.00000
d1adjust      h   1.00000
d2adjust      h   1.00000
d3adjust      h   1.00000
rwdadjust     h   1.00000
awdadjust     h   1.00000
rvsoadjust    h   1.00000
avsoadjust    h   1.00000
vso1adjust    h   1.00000
vso2adjust    h   1.00000
rwsoadjust    h   1.00000
awsoadjust    h   1.00000
wso1adjust    h   1.00000
wso2adjust    h   1.00000
rcadjust      h   1.00000
v1adjust      a   1.00000
v2adjust      a   1.00000
v3adjust      a   1.00000
v4adjust      a   1.00000
rvadjust      a   1.00000
avadjust      a   1.00000
w1adjust      a   1.00000
w2adjust      a   1.00000
w3adjust      a   1.00000
w4adjust      a   1.00000
rwadjust      a   1.00000
awadjust      a   1.00000
rvdadjust     a   1.00000
avdadjust     a   1.00000
d1adjust      a   1.00000
d2adjust      a   1.00000
d3adjust      a   1.00000
rwdadjust     a   1.00000
awdadjust     a   1.00000
rvsoadjust    a   1.00000
avsoadjust    a   1.00000
vso1adjust    a   1.00000
vso2adjust    a   1.00000
rwsoadjust    a   1.00000
awsoadjust    a   1.00000
wso1adjust    a   1.00000
wso2adjust    a   1.00000
rcadjust      a   1.00000
v1adjust      e   1.00000
v2adjust      e   1.00000
v3adjust      e   1.00000
v4adjust      e   1.00000
rvadjust      e   1.00000
avadjust      e   1.00000
w1adjust      e   1.00000
w2adjust      e   1.00000
w3adjust      e   1.00000
w4adjust      e   1.00000
rwadjust      e   1.00000
awadjust      e   1.00000
rvdadjust     e   1.00000
avdadjust     e   1.00000
d1adjust      e   1.00000
d2adjust      e   1.00000
d3adjust      e   1.00000
rwdadjust     e   1.00000
awdadjust     e   1.00000
rvsoadjust    e   1.00000
avsoadjust    e   1.00000
vso1adjust    e   1.00000
vso2adjust    e   1.00000
rwsoadjust    e   1.00000
awsoadjust    e   1.00000
wso1adjust    e   1.00000
wso2adjust    e   1.00000
rcadjust      e   1.00000
## General parameters:
##   resonance parameters
## Z   A     S0        R      xs(therm)    D0         a         P        Sn
##  90 232 2.913E-01 5.032E+00 7.341E+03 1.650E+01 1.670E+01 7.861E-01 4.786E+00
